"Time","power 3devo-recycling-station","power olsk-large-laser-1","power prusa-mini-1","power prusa-mini-2","power prusa-mk4-1","power prusa-mk4-2","power prusa-mk4-3","power prusa-xl-1"
2024-11-13 16:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 16:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 16:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 17:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 18:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 19:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 20:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 21:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 22:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 23:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 23:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 23:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 23:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 23:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 23:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 23:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 23:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-13 23:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 08:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 08:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 08:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 08:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 08:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 09:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 10:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 11:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 12:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 13:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 13:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 13:11:00,0 W,0 W,0 W,0 W,0 W,0 W,128 W,0 W
2024-11-14 13:16:00,0 W,0 W,0 W,0 W,0 W,0 W,135 W,0 W
2024-11-14 13:21:00,0 W,0 W,0 W,0 W,0 W,0 W,76.1 W,0 W
2024-11-14 13:26:00,0 W,0 W,0 W,0 W,0 W,0 W,103 W,0 W
2024-11-14 13:31:00,0 W,0 W,0 W,0 W,0 W,0 W,118 W,0 W
2024-11-14 13:36:00,0 W,0 W,0 W,0 W,0 W,0 W,114 W,0 W
2024-11-14 13:41:00,0 W,0 W,0 W,0 W,0 W,0 W,112 W,0 W
2024-11-14 13:46:00,0 W,0 W,0 W,0 W,0 W,0 W,109 W,0 W
2024-11-14 13:51:00,0 W,0 W,0 W,0 W,0 W,0 W,107 W,0 W
2024-11-14 13:56:00,0 W,0 W,0 W,0 W,0 W,0 W,93.0 W,0 W
2024-11-14 14:01:00,0 W,0 W,0 W,0 W,0 W,0 W,13.8 W,0 W
2024-11-14 14:06:00,0 W,0 W,0 W,0 W,0 W,0 W,2.30 W,0 W
2024-11-14 14:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 14:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 14:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 14:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 14:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 14:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 14:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 14:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 14:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 14:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 15:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 15:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 15:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 15:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 15:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 15:26:00,0 W,0 W,0 W,0 W,0 W,0 W,3.94 W,0 W
2024-11-14 15:31:00,0 W,0 W,0 W,0 W,0 W,0 W,202 W,0 W
2024-11-14 15:36:00,0 W,0 W,0 W,0 W,0 W,0 W,95.8 W,0 W
2024-11-14 15:41:00,0 W,0 W,0 W,0 W,0 W,0 W,119 W,0 W
2024-11-14 15:46:00,0 W,0 W,0 W,0 W,0 W,0 W,114 W,0 W
2024-11-14 15:51:00,0 W,0 W,0 W,0 W,0 W,0 W,108 W,0 W
2024-11-14 15:56:00,0 W,0 W,0 W,0 W,0 W,0 W,15.2 W,0 W
2024-11-14 16:01:00,0 W,0 W,0 W,0 W,0 W,0 W,13.8 W,0 W
2024-11-14 16:06:00,0 W,0 W,0 W,0 W,0 W,0 W,13.6 W,0 W
2024-11-14 16:11:00,0 W,0 W,0 W,0 W,0 W,0 W,13.6 W,0 W
2024-11-14 16:16:00,0 W,0 W,0 W,0 W,0 W,0 W,176 W,0 W
2024-11-14 16:21:00,0 W,0 W,0 W,0 W,0 W,0 W,83.4 W,0 W
2024-11-14 16:26:00,0 W,0 W,0 W,0 W,0 W,0 W,76.2 W,0 W
2024-11-14 16:31:00,0 W,0 W,0 W,0 W,0 W,0 W,112 W,0 W
2024-11-14 16:36:00,0 W,0 W,0 W,0 W,0 W,0 W,111 W,0 W
2024-11-14 16:41:00,0 W,0 W,0 W,0 W,0 W,0 W,117 W,0 W
2024-11-14 16:46:00,0 W,0 W,0 W,0 W,0 W,0 W,111 W,0 W
2024-11-14 16:51:00,0 W,0 W,0 W,0 W,0 W,0 W,110 W,0 W
2024-11-14 16:56:00,0 W,0 W,0 W,0 W,0 W,0 W,109 W,0 W
2024-11-14 17:01:00,0 W,0 W,0 W,0 W,0 W,0 W,108 W,0 W
2024-11-14 17:06:00,0 W,0 W,0 W,0 W,0 W,0 W,108 W,0 W
2024-11-14 17:11:00,0 W,0 W,0 W,0 W,0 W,0 W,108 W,0 W
2024-11-14 17:16:00,0 W,0 W,0 W,0 W,0 W,0 W,107 W,0 W
2024-11-14 17:21:00,0 W,0 W,0 W,0 W,0 W,105 W,108 W,0 W
2024-11-14 17:26:00,0 W,0 W,0 W,0 W,0 W,83.2 W,106 W,0 W
2024-11-14 17:31:00,0 W,0 W,0 W,0 W,0 W,120 W,100 W,0 W
2024-11-14 17:36:00,0 W,0 W,0 W,0 W,0 W,121 W,113 W,0 W
2024-11-14 17:41:00,0 W,0 W,0 W,0 W,0 W,116 W,105 W,0 W
2024-11-14 17:46:00,0 W,0 W,0 W,0 W,0 W,110 W,99.7 W,0 W
2024-11-14 17:51:00,0 W,0 W,0 W,0 W,0 W,109 W,113 W,0 W
2024-11-14 17:56:00,0 W,0 W,0 W,0 W,0 W,108 W,103 W,0 W
2024-11-14 18:01:00,0 W,0 W,0 W,0 W,0 W,107 W,103 W,0 W
2024-11-14 18:06:00,0 W,0 W,0 W,0 W,0 W,104 W,99.2 W,0 W
2024-11-14 18:11:00,0 W,0 W,0 W,0 W,0 W,104 W,15.1 W,0 W
2024-11-14 18:16:00,0 W,0 W,0 W,0 W,0 W,104 W,13.6 W,0 W
2024-11-14 18:21:00,0 W,0 W,0 W,0 W,0 W,98.5 W,13.4 W,0 W
2024-11-14 18:26:00,0 W,0 W,0 W,0 W,0 W,14.6 W,13.4 W,0 W
2024-11-14 18:31:00,0 W,0 W,0 W,0 W,0 W,13.4 W,13.4 W,0 W
2024-11-14 18:36:00,0 W,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W
2024-11-14 18:41:00,0 W,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W
2024-11-14 18:46:00,0 W,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W
2024-11-14 18:51:00,0 W,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W
2024-11-14 18:56:00,0 W,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W
2024-11-14 19:01:00,0 W,0 W,0 W,0 W,0 W,13.3 W,13.5 W,0 W
2024-11-14 19:06:00,0 W,0 W,0 W,0 W,0 W,2.22 W,2.23 W,0 W
2024-11-14 19:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 19:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 19:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 19:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 19:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 19:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 19:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 19:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 19:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 19:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 20:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 21:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 22:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 23:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 23:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 23:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 23:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 23:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 23:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 23:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 23:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 23:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 23:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-14 23:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 07:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 08:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 08:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 09:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 10:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-15 11:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
