"Time","power 3devo-recycling-station","power olsk-large-laser-1","power prusa-mini-1","power prusa-mini-2","power prusa-mk4-1","power prusa-mk4-2","power prusa-mk4-3","power prusa-xl-1"
2024-11-06 23:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-06 23:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 07:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 07:56:00,,0 W,,,,,,
2024-11-07 08:01:00,,0 W,,,,,,
2024-11-07 08:06:00,,0 W,,,,,,
2024-11-07 08:11:00,,0 W,,,,,,
2024-11-07 08:16:00,,0 W,0 W,0 W,,,,
2024-11-07 08:21:00,,0 W,,,0 W,0 W,,0 W
2024-11-07 08:26:00,,0 W,,,,,,
2024-11-07 08:31:00,,0 W,,,,,,
2024-11-07 08:36:00,,0 W,,,,,,
2024-11-07 08:41:00,,0 W,,,,,0 W,
2024-11-07 08:46:00,,0 W,,,,,,
2024-11-07 08:51:00,,0 W,,,,,,
2024-11-07 08:56:00,,0 W,,,,,,
2024-11-07 09:01:00,,0 W,,,,,,
2024-11-07 09:06:00,,0 W,,,,,,
2024-11-07 09:11:00,,0 W,,,,,,
2024-11-07 09:16:00,,0 W,,,,,,
2024-11-07 09:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 09:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 09:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 09:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 09:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 09:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 09:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 09:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 10:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 11:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 12:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 13:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 14:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 15:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 15:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 15:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 15:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 15:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 15:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 15:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-07 15:36:00,0 W,0 W,0 W,0 W,77.3 W,118 W,0 W,0 W
2024-11-07 15:41:00,0 W,0 W,0 W,0 W,99.0 W,90.6 W,0 W,0 W
2024-11-07 15:46:00,0 W,0 W,0 W,0 W,124 W,81.2 W,0 W,0 W
2024-11-07 15:51:00,0 W,0 W,0 W,0 W,121 W,82.7 W,0 W,0 W
2024-11-07 15:56:00,0 W,0 W,0 W,0 W,118 W,79.0 W,0 W,0 W
2024-11-07 16:01:00,0 W,0 W,0 W,0 W,116 W,99.0 W,0 W,0 W
2024-11-07 16:06:00,0 W,0 W,0 W,0 W,114 W,113 W,0 W,0 W
2024-11-07 16:11:00,0 W,0 W,0 W,0 W,117 W,119 W,0 W,0 W
2024-11-07 16:16:00,0 W,0 W,0 W,0 W,116 W,112 W,0 W,0 W
2024-11-07 16:21:00,0 W,323 W,0 W,0 W,113 W,117 W,0 W,0 W
2024-11-07 16:26:00,0 W,182 W,0 W,0 W,114 W,111 W,0 W,0 W
2024-11-07 16:31:00,0 W,265 W,0 W,0 W,102 W,112 W,0 W,0 W
2024-11-07 16:36:00,0 W,183 W,0 W,0 W,13.1 W,110 W,0 W,0 W
2024-11-07 16:41:00,0 W,347 W,0 W,0 W,12.7 W,111 W,0 W,0 W
2024-11-07 16:46:00,0 W,190 W,0 W,0 W,12.7 W,109 W,0 W,0 W
2024-11-07 16:51:00,0 W,195 W,0 W,0 W,13.0 W,108 W,0 W,0 W
2024-11-07 16:56:00,0 W,261 W,0 W,0 W,13.1 W,109 W,0 W,0 W
2024-11-07 17:01:00,0 W,206 W,0 W,0 W,13.2 W,107 W,0 W,0 W
2024-11-07 17:06:00,0 W,267 W,0 W,0 W,13.2 W,106 W,0 W,0 W
2024-11-07 17:11:00,0 W,41.3 W,0 W,0 W,13.3 W,104 W,0 W,0 W
2024-11-07 17:16:00,0 W,0 W,0 W,0 W,13.2 W,106 W,0 W,0 W
2024-11-07 17:21:00,0 W,0 W,0 W,0 W,13.2 W,104 W,0 W,0 W
2024-11-07 17:26:00,0 W,0 W,0 W,0 W,13.2 W,103 W,0 W,0 W
2024-11-07 17:31:00,0 W,0 W,0 W,0 W,13.2 W,103 W,0 W,0 W
2024-11-07 17:36:00,0 W,0 W,0 W,0 W,13.2 W,101 W,0 W,0 W
2024-11-07 17:41:00,0 W,0 W,0 W,0 W,13.2 W,103 W,0 W,0 W
2024-11-07 17:46:00,0 W,0 W,0 W,0 W,13.2 W,96.9 W,0 W,0 W
2024-11-07 17:51:00,0 W,0 W,0 W,0 W,13.3 W,104 W,0 W,0 W
2024-11-07 17:56:00,0 W,0 W,0 W,0 W,13.3 W,98.0 W,0 W,0 W
2024-11-07 18:01:00,0 W,0 W,0 W,0 W,13.2 W,100 W,0 W,0 W
2024-11-07 18:06:00,0 W,0 W,0 W,0 W,13.2 W,95.6 W,0 W,0 W
2024-11-07 18:11:00,0 W,0 W,0 W,0 W,13.2 W,101 W,0 W,0 W
2024-11-07 18:16:00,0 W,0 W,0 W,0 W,13.2 W,99.3 W,0 W,0 W
2024-11-07 18:21:00,0 W,0 W,0 W,0 W,13.2 W,100 W,0 W,0 W
2024-11-07 18:26:00,0 W,0 W,0 W,0 W,13.2 W,98.7 W,0 W,0 W
2024-11-07 18:31:00,0 W,0 W,0 W,0 W,13.2 W,99.5 W,0 W,0 W
2024-11-07 18:36:00,0 W,0 W,0 W,0 W,13.2 W,96.8 W,0 W,0 W
2024-11-07 18:41:00,0 W,0 W,0 W,0 W,13.2 W,14.6 W,0 W,0 W
2024-11-07 18:46:00,0 W,0 W,0 W,0 W,13.2 W,13.4 W,0 W,0 W
2024-11-07 18:51:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 18:56:00,0 W,0 W,0 W,0 W,13.2 W,13.2 W,0 W,0 W
2024-11-07 19:01:00,0 W,0 W,0 W,0 W,13.2 W,13.2 W,0 W,0 W
2024-11-07 19:06:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 19:11:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 19:16:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 19:21:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 19:26:00,0 W,0 W,0 W,0 W,13.2 W,13.4 W,0 W,0 W
2024-11-07 19:31:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 19:36:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 19:41:00,0 W,0 W,0 W,0 W,13.1 W,13.3 W,0 W,0 W
2024-11-07 19:46:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 19:51:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 19:56:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 20:01:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 20:06:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 20:11:00,0 W,0 W,0 W,0 W,13.3 W,13.3 W,0 W,0 W
2024-11-07 20:16:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 20:21:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 20:26:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 20:31:00,0 W,0 W,0 W,0 W,13.3 W,13.3 W,0 W,0 W
2024-11-07 20:36:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 20:41:00,0 W,0 W,0 W,0 W,13.3 W,13.3 W,0 W,0 W
2024-11-07 20:46:00,0 W,0 W,0 W,0 W,13.3 W,13.3 W,0 W,0 W
2024-11-07 20:51:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 20:56:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 21:01:00,0 W,0 W,0 W,0 W,13.3 W,13.3 W,0 W,0 W
2024-11-07 21:06:00,0 W,0 W,0 W,0 W,13.3 W,13.3 W,0 W,0 W
2024-11-07 21:11:00,0 W,0 W,0 W,0 W,13.3 W,13.3 W,0 W,0 W
2024-11-07 21:16:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 21:21:00,0 W,0 W,0 W,0 W,13.3 W,13.3 W,0 W,0 W
2024-11-07 21:26:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 21:31:00,0 W,0 W,0 W,0 W,13.2 W,13.4 W,0 W,0 W
2024-11-07 21:36:00,0 W,0 W,0 W,0 W,13.2 W,13.4 W,0 W,0 W
2024-11-07 21:41:00,0 W,0 W,0 W,0 W,13.2 W,13.4 W,0 W,0 W
2024-11-07 21:46:00,0 W,0 W,0 W,0 W,13.3 W,13.3 W,0 W,0 W
2024-11-07 21:51:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 21:56:00,0 W,0 W,0 W,0 W,13.3 W,13.3 W,0 W,0 W
2024-11-07 22:01:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 22:06:00,0 W,0 W,0 W,0 W,13.2 W,13.4 W,0 W,0 W
2024-11-07 22:11:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 22:16:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 22:21:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 22:26:00,0 W,0 W,0 W,0 W,13.2 W,13.4 W,0 W,0 W
2024-11-07 22:31:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 22:36:00,0 W,0 W,0 W,0 W,13.2 W,13.3 W,0 W,0 W
2024-11-07 22:41:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 22:46:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 22:51:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 22:56:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 23:01:00,0 W,0 W,0 W,0 W,13.2 W,13.4 W,0 W,0 W
2024-11-07 23:06:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 23:11:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 23:16:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 23:21:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 23:26:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 23:31:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 23:36:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 23:41:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 23:46:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-07 23:51:00,0 W,0 W,0 W,0 W,13.3 W,13.4 W,0 W,0 W
2024-11-08 09:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-08 10:01:00,0 W,0 W,,,,0 W,0 W,0 W
2024-11-08 10:06:00,,0 W,,,,,,
2024-11-08 10:11:00,,0 W,,,,,,
2024-11-08 10:16:00,,0 W,,,,,,
2024-11-08 10:21:00,,0 W,,0 W,,,,
2024-11-08 10:26:00,,0 W,0 W,,,,,
2024-11-08 10:31:00,,0 W,,,,,,
2024-11-08 10:36:00,,0 W,,,0 W,,,0 W
2024-11-08 10:41:00,,0 W,,,,0 W,,
2024-11-08 10:46:00,,0 W,,,,,,
2024-11-08 10:51:00,,0 W,,,,,,
2024-11-08 10:56:00,,0 W,,,,,,
2024-11-08 11:01:00,,0 W,,,,,,
2024-11-08 11:06:00,,0 W,,,,,,
2024-11-08 11:11:00,,0 W,,,,,,
2024-11-08 11:16:00,,0 W,,,,,,
2024-11-08 11:21:00,,0 W,,,,,,
2024-11-08 11:26:00,,0 W,,,,,,
2024-11-08 11:31:00,,0 W,,,,,,
2024-11-08 11:36:00,,0 W,,,,,,
2024-11-08 11:41:00,,0 W,,,,,,
2024-11-08 11:46:00,,0 W,,,,,,
2024-11-08 11:51:00,,0 W,,,,,,
2024-11-08 11:56:00,,0 W,,,,,,
2024-11-08 12:01:00,,0 W,,,,,,
2024-11-08 12:06:00,,0 W,,,,,0 W,
2024-11-08 12:11:00,,0 W,,,,,,
2024-11-08 12:16:00,,0 W,,,,,,
2024-11-08 12:21:00,,0 W,,0 W,,,,
2024-11-08 12:26:00,,0 W,,,,,,
2024-11-08 12:31:00,,0 W,,,,,,
2024-11-08 12:36:00,,0 W,,,,,,
2024-11-08 12:41:00,,0 W,,,,,,
2024-11-08 12:46:00,,0 W,,,,,,
2024-11-08 12:51:00,,0 W,,,,,,
2024-11-08 12:56:00,,0 W,,,,,,
2024-11-08 13:01:00,,0 W,,,,,,
2024-11-08 13:06:00,,0 W,,,,,,
2024-11-08 13:11:00,,0 W,,,,,,
2024-11-08 13:16:00,,0 W,,,,,,
2024-11-08 13:21:00,,0 W,,,,,,
2024-11-08 13:26:00,,0 W,,,,,,
2024-11-08 13:31:00,,0 W,,,,,,
2024-11-08 13:36:00,,0 W,,,,,,
2024-11-08 13:41:00,,0 W,,,,,,
2024-11-08 13:46:00,,0 W,,,,,,
2024-11-08 13:51:00,,0 W,,,,,,
2024-11-08 13:56:00,,0 W,,,,,,
2024-11-08 14:01:00,,0 W,,,,,,
2024-11-08 14:06:00,,0 W,,,,,,
2024-11-08 14:11:00,,0 W,,,,,,
2024-11-08 14:16:00,,0 W,,,,,,
2024-11-08 14:21:00,,0 W,,,,,,
2024-11-08 14:26:00,,0 W,,,,,,
2024-11-08 14:31:00,,0 W,,,,,,
2024-11-08 14:36:00,,0 W,,,,,,
2024-11-08 14:41:00,,0 W,,,,,,
2024-11-08 14:46:00,,0 W,,,,,,
2024-11-08 14:51:00,,0 W,,,,,,
2024-11-08 14:56:00,,0 W,,,,,,
2024-11-08 15:01:00,,0 W,,,,,,
2024-11-08 15:06:00,,0 W,,,,,,
2024-11-08 15:11:00,,0 W,,,,,,
2024-11-08 15:16:00,,0 W,,,,,,
2024-11-08 15:21:00,,0 W,,,,,,
2024-11-08 15:26:00,,0 W,,,,,,
2024-11-08 15:31:00,,0 W,,,,,,
2024-11-08 15:36:00,,0 W,,,,,,
2024-11-08 15:41:00,,263 W,,,,,,
2024-11-08 15:46:00,,396 W,,,,,,
2024-11-08 15:51:00,,310 W,,,,,,
2024-11-08 15:56:00,,234 W,,,,,,
2024-11-08 16:01:00,,387 W,,,,,,
2024-11-08 16:06:00,,203 W,,,,,,
2024-11-08 16:11:00,,203 W,0 W,,,,,
2024-11-08 16:16:00,,441 W,,,,,,
2024-11-08 16:21:00,,202 W,,,,,,
2024-11-08 16:26:00,,203 W,,,,,,
2024-11-08 16:31:00,,446 W,,,,,,
2024-11-08 16:36:00,,348 W,,,,,,
2024-11-08 16:41:00,,460 W,,,,,,
2024-11-08 16:46:00,,513 W,,,,,,
2024-11-08 16:51:00,,654 W,,,,,,
2024-11-08 16:56:00,,517 W,,,,,,
2024-11-08 17:01:00,,387 W,,,,,,
2024-11-08 17:06:00,,75.8 W,,,,,,
2024-11-08 17:11:00,,0 W,,,,,,
2024-11-08 17:16:00,,0 W,,,,,,
2024-11-08 17:21:00,,0 W,,,,,,
2024-11-08 17:26:00,,0 W,,,,,,
2024-11-08 17:31:00,,0 W,,,,,,
2024-11-08 17:36:00,,0 W,,,,,,
2024-11-08 17:41:00,,0 W,,,,,,
2024-11-08 17:46:00,,0 W,,,,,,
2024-11-08 17:51:00,,0 W,,,,,,
2024-11-08 17:56:00,,0 W,,,,,,
2024-11-08 18:01:00,,0 W,,,,,,
2024-11-08 18:06:00,,0 W,,,,,,
2024-11-08 18:11:00,,0 W,,,,,,
2024-11-08 18:16:00,,0 W,,,,,,
2024-11-08 18:21:00,,0 W,,,,,,
2024-11-08 18:26:00,,0 W,,,,,,
2024-11-08 18:31:00,,0 W,,,,,,
2024-11-08 18:36:00,,0 W,,,,,,
2024-11-08 18:41:00,,0 W,,,,,,
2024-11-08 18:46:00,,0 W,,,,,,
2024-11-08 18:51:00,,0 W,,,,,,
2024-11-08 18:56:00,,0 W,,,,,,
2024-11-08 19:01:00,,0 W,,,,,,
2024-11-08 19:06:00,,0 W,,,,,,
2024-11-08 19:11:00,,0 W,,,,,,
2024-11-08 19:16:00,,0 W,,,,,,
2024-11-08 19:21:00,,0 W,,,,,,
2024-11-08 19:26:00,,0 W,,,,,,
2024-11-08 19:31:00,,0 W,,,,,,
2024-11-08 19:36:00,,0 W,,,,,,
2024-11-08 19:41:00,,0 W,,,,,,
2024-11-08 19:46:00,,0 W,,,,,,
2024-11-08 19:51:00,,0 W,,,,,,
2024-11-08 19:56:00,,0 W,,,,,,
2024-11-08 20:01:00,,0 W,,,,,,
2024-11-08 20:06:00,,0 W,,,,,,
2024-11-08 20:11:00,,0 W,,,,,,
2024-11-08 20:16:00,,0 W,,,,,,
2024-11-08 20:21:00,,0 W,,,,,,
2024-11-08 20:26:00,,0 W,,,,,,
2024-11-08 20:31:00,,0 W,,,,,,
2024-11-08 20:36:00,,0 W,,,,,,
2024-11-08 20:41:00,,0 W,,,,,,
2024-11-08 20:46:00,,0 W,,,,,,
2024-11-08 20:51:00,,0 W,,,,,,
2024-11-08 20:56:00,,0 W,,,,,,
2024-11-08 21:01:00,,0 W,,,,,,
2024-11-08 21:06:00,,0 W,,,,,,
2024-11-08 21:11:00,,0 W,,,,,,
2024-11-08 21:16:00,,0 W,,,,,,
2024-11-08 21:21:00,,0 W,,,,,,
2024-11-08 21:26:00,,0 W,,,,,,
2024-11-08 21:31:00,,0 W,,,,,,
2024-11-08 21:36:00,,0 W,,,,,,
2024-11-08 21:41:00,,0 W,,,,,,
2024-11-08 21:46:00,,0 W,,,,,,
2024-11-08 21:51:00,,0 W,,,,,,
2024-11-08 21:56:00,,0 W,,,,,,
2024-11-08 22:01:00,,0 W,,,,,,
2024-11-08 22:06:00,,0 W,,,,,,
2024-11-08 22:11:00,,0 W,,,,,,
2024-11-08 22:16:00,,0 W,,,,,,
2024-11-08 22:21:00,,0 W,,,,,,
2024-11-08 22:26:00,,0 W,,,,,,
2024-11-08 22:31:00,,0 W,,,,,,
2024-11-08 22:36:00,,0 W,,,,,,
2024-11-08 22:41:00,,0 W,,,,,,
2024-11-08 22:46:00,,0 W,,,,,,
2024-11-08 22:51:00,,0 W,,,,,,
2024-11-08 22:56:00,,0 W,,,,,,
2024-11-08 23:01:00,,0 W,,,,,,
2024-11-08 23:06:00,,0 W,,,,,,
2024-11-08 23:11:00,,0 W,,,,,,
2024-11-08 23:16:00,,0 W,,,,,,
2024-11-08 23:21:00,,0 W,,,,,,
2024-11-08 23:26:00,,0 W,,,,,,
2024-11-08 23:31:00,,0 W,,,,,,
2024-11-08 23:36:00,,0 W,,,,,,
2024-11-08 23:41:00,,0 W,,,,,,
2024-11-08 23:46:00,,0 W,,,,,,
2024-11-08 23:51:00,,0 W,,,,,,
2024-11-08 23:56:00,,0 W,,,,,,
2024-11-09 00:01:00,,0 W,,,,,,
2024-11-09 00:06:00,,0 W,,,,,,
2024-11-09 00:11:00,,0 W,,,,,,
2024-11-09 00:16:00,,0 W,,,,,,
2024-11-09 00:21:00,,0 W,,,,,,
2024-11-09 00:26:00,,0 W,,,,,,
2024-11-09 00:31:00,,0 W,,,,,,
2024-11-09 00:36:00,,0 W,,,,,,
2024-11-09 00:41:00,,0 W,,,,,,
2024-11-09 00:46:00,,0 W,,,,,,
2024-11-09 00:51:00,,0 W,,,,,,
2024-11-09 00:56:00,,0 W,,,,,,
2024-11-09 08:51:00,0 W,0 W,,0 W,,0 W,0 W,
2024-11-09 08:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 09:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 10:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-09 10:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
